Ensembl Gene ID	Associated Gene Name
ENSG00000143942	CHAC2
ENSG00000143994	ABHD1
ENSG00000143995	MEIS1
ENSG00000144035	NAT8
ENSG00000144036	EXOC6B
ENSG00000144045	DQX1
ENSG00000144057	ST6GAL2
ENSG00000144063	MALL
ENSG00000144118	RALB
ENSG00000144119	C1QL2
ENSG00000144130	NT5DC4
ENSG00000144134	RABL2A
ENSG00000144191	CNGA3
ENSG00000144218	AFF3
ENSG00000144228	SPOPL
ENSG00000144229	THSD7B
ENSG00000144233	AMMECR1L
ENSG00000144283	PKP4
ENSG00000144285	SCN1A
ENSG00000144290	SLC4A10
ENSG00000144306	SCRN3
ENSG00000144331	ZNF385B
ENSG00000144339	TMEFF2
ENSG00000144354	CDCA7
ENSG00000144355	DLX1
ENSG00000144362	PHOSPHO2
ENSG00000144401	METTL21A
ENSG00000144407	PTH2R
ENSG00000144426	NBEAL1
ENSG00000144445	KANSL1L
ENSG00000144452	ABCA12
ENSG00000144476	ACKR3
ENSG00000144481	TRPM8
ENSG00000144488	ESPNL
ENSG00000144550	CPNE9
ENSG00000144566	RAB5A
ENSG00000144567	FAM134A
ENSG00000144579	CTDSP1
ENSG00000144583	MARCH4
ENSG00000144596	GRIP2
ENSG00000144597	EAF1
ENSG00000144619	CNTN4
ENSG00000144635	DYNC1LI1
ENSG00000144642	RBMS3
ENSG00000144645	OSBPL10
ENSG00000144648	ACKR2
ENSG00000144655	CSRNP1
ENSG00000144668	ITGA9
ENSG00000144671	SLC22A14
ENSG00000144674	GOLGA4
ENSG00000144677	CTDSPL
ENSG00000144681	STAC
ENSG00000144711	IQSEC1
ENSG00000144712	CAND2
ENSG00000144746	ARL6IP5
ENSG00000144749	LRIG1
ENSG00000144771	LRTM1
ENSG00000144791	LIMD1
ENSG00000144792	ZNF660
ENSG00000144802	NFKBIZ
ENSG00000144810	COL8A1
ENSG00000144815	NXPE3
ENSG00000144821	MYH15
ENSG00000144824	PHLDB2
ENSG00000144834	TAGLN3
ENSG00000144847	IGSF11
ENSG00000144852	NR1I2
ENSG00000144857	BOC
ENSG00000144891	AGTR1
ENSG00000144893	MED12L
ENSG00000144908	ALDH1L1
ENSG00000144909	OSBPL11
ENSG00000144935	TRPC1
ENSG00000144959	NCEH1
ENSG00000145012	LPP
ENSG00000145050	MANF
ENSG00000145087	STXBP5L
ENSG00000145088	EAF2
ENSG00000145147	SLIT2
ENSG00000145194	ECE2
ENSG00000145217	SLC26A1
ENSG00000145242	EPHA5
ENSG00000145246	ATP10D
ENSG00000145248	SLC10A4
ENSG00000145283	SLC10A6
ENSG00000145284	SCD5
ENSG00000145349	CAMK2D
ENSG00000145354	CISD2
ENSG00000145358	DDIT4L
ENSG00000145362	ANK2
ENSG00000145386	CCNA2
ENSG00000145390	USP53
ENSG00000145416	MARCH1
ENSG00000145423	SFRP2
ENSG00000145428	RNF175
ENSG00000145451	GLRA3
ENSG00000145506	NKD2
ENSG00000145526	CDH18
ENSG00000145536	ADAMTS16
ENSG00000145545	SRD5A1
ENSG00000145623	OSMR
ENSG00000145632	PLK2
ENSG00000145649	GZMA
ENSG00000145675	PIK3R1
ENSG00000145687	SSBP2
ENSG00000145703	IQGAP2
ENSG00000145721	LIX1
ENSG00000145725	PPIP5K2
ENSG00000145741	BTF3
ENSG00000145779	TNFAIP8
ENSG00000145780	FEM1C
ENSG00000145794	MEGF10
ENSG00000145808	ADAMTS19
ENSG00000145819	ARHGAP26
ENSG00000145860	RNF145
ENSG00000145861	C1QTNF2
ENSG00000145863	GABRA6
ENSG00000145864	GABRB2
ENSG00000145882	PCYOX1L
ENSG00000145888	GLRA1
ENSG00000145901	TNIP1
ENSG00000145907	G3BP1
ENSG00000145911	N4BP3
ENSG00000145916	RMND5B
ENSG00000145934	TENM2
ENSG00000145949	MYLK4
ENSG00000145990	GFOD1
ENSG00000146001	PCDHB18P
ENSG00000146005	PSD2
ENSG00000146006	LRRTM2
ENSG00000146021	KLHL3
ENSG00000146047	HIST1H2BA
ENSG00000146054	TRIM7
ENSG00000146070	PLA2G7
ENSG00000146083	RNF44
ENSG00000146090	RASGEF1C
ENSG00000146094	DOK3
ENSG00000146122	DAAM2
ENSG00000146151	HMGCLL1
ENSG00000146192	FGD2
ENSG00000146197	SCUBE3
ENSG00000146205	ANO7
ENSG00000146215	CRIP3
ENSG00000146223	RPL7L1
ENSG00000146232	NFKBIE
ENSG00000146233	CYP39A1
ENSG00000146247	PHIP
ENSG00000146250	PRSS35
ENSG00000146276	GABRR1
ENSG00000146285	SCML4
ENSG00000146352	CLVS2
ENSG00000146360	GPR6
ENSG00000146374	RSPO3
ENSG00000146376	ARHGAP18
ENSG00000146410	MTFR2
ENSG00000146411	SLC2A12
ENSG00000146416	AIG1
ENSG00000146425	DYNLT1
ENSG00000146426	TIAM2
ENSG00000146463	ZMYM4
ENSG00000146477	SLC22A3
ENSG00000146535	GNA12
ENSG00000146555	SDK1
ENSG00000146648	EGFR
ENSG00000146674	IGFBP3
ENSG00000146676	PURB
ENSG00000146678	IGFBP1
ENSG00000146729	GBAS
ENSG00000146757	ZNF92
ENSG00000146776	ATXN7L1
ENSG00000146809	ASB15
ENSG00000146830	GIGYF1
ENSG00000146833	TRIM4
ENSG00000146839	ZAN
ENSG00000146856	AGBL3
ENSG00000146872	TLK2
ENSG00000146904	EPHA1
ENSG00000146926	ASB10
ENSG00000146938	NLGN4X
ENSG00000146950	SHROOM2
ENSG00000146955	RAB19
ENSG00000146966	DENND2A
ENSG00000147010	SH3KBP1
ENSG00000147041	SYTL5
ENSG00000147050	KDM6A
ENSG00000147065	MSN
ENSG00000147100	SLC16A2
ENSG00000147117	ZNF157
ENSG00000147118	ZNF182
ENSG00000147119	CHST7
ENSG00000147124	ZNF41
ENSG00000147127	RAB41
ENSG00000147130	ZMYM3
ENSG00000147133	TAF1
ENSG00000147140	NONO
ENSG00000147145	LPAR4
ENSG00000147160	AWAT2
ENSG00000147164	SNX12
ENSG00000147166	ITGB1BP2
ENSG00000147202	DIAPH2
ENSG00000147223	RIPPLY1
ENSG00000147224	PRPS1
ENSG00000147246	HTR2C
ENSG00000147251	DOCK11
ENSG00000147256	ARHGAP36
ENSG00000147257	GPC3
ENSG00000147364	FBXO25
ENSG00000147408	CSGALNACT1
ENSG00000147416	ATP6V1B2
ENSG00000147432	CHRNB3
ENSG00000147434	CHRNA6
ENSG00000147443	DOK2
ENSG00000147454	SLC25A37
ENSG00000147459	DOCK5
ENSG00000147475	ERLIN2
ENSG00000147481	SNTG1
ENSG00000147488	ST18
ENSG00000147509	RGS20
ENSG00000147533	GOLGA7
ENSG00000147535	PLPP5
ENSG00000147548	WHSC1L1
ENSG00000147570	DNAJC5B
ENSG00000147573	TRIM55
ENSG00000147588	PMP2
ENSG00000147604	RPL7
ENSG00000147613	PSKH2
ENSG00000147647	DPYS
ENSG00000147650	LRP12
ENSG00000147655	RSPO2
ENSG00000147804	SLC39A4
ENSG00000147852	VLDLR
ENSG00000147853	AK3
ENSG00000147854	UHRF2
ENSG00000147862	NFIB
ENSG00000147872	PLIN2
ENSG00000147883	CDKN2B
ENSG00000148053	NTRK2
ENSG00000148082	SHC3
ENSG00000148090	AUH
ENSG00000148110	MFSD14B
ENSG00000148123	PLPPR1
ENSG00000148158	SNX30
ENSG00000148175	STOM
ENSG00000148180	GSN
ENSG00000148204	CRB2
ENSG00000148219	ASTN2
ENSG00000148335	NTMT1
ENSG00000148339	SLC25A25
ENSG00000148341	SH3GLB2
ENSG00000148343	FAM73B
ENSG00000148358	GPR107
ENSG00000148400	NOTCH1
ENSG00000148408	CACNA1B
ENSG00000148450	MSRB2
ENSG00000148482	SLC39A12
ENSG00000148488	ST8SIA6
ENSG00000148498	PARD3
ENSG00000148516	ZEB1
ENSG00000148541	FAM13C
ENSG00000148584	A1CF
ENSG00000148602	LRIT1
ENSG00000148634	HERC4
ENSG00000148660	CAMK2G
ENSG00000148677	ANKRD1
ENSG00000148680	HTR7
ENSG00000148700	ADD3
ENSG00000148702	HABP2
ENSG00000148704	VAX1
ENSG00000148719	DNAJB12
ENSG00000148730	EIF4EBP2
ENSG00000148734	NPFFR1
ENSG00000148737	TCF7L2
ENSG00000148798	INA
ENSG00000148826	NKX6-2
ENSG00000148832	PAOX
ENSG00000148842	CNNM2
ENSG00000148848	ADAM12
ENSG00000148925	BTBD10
ENSG00000148935	GAS2
ENSG00000148942	SLC5A12
ENSG00000148943	LIN7C
ENSG00000148948	LRRC4C
ENSG00000149050	ZNF214
ENSG00000149084	HSD17B12
ENSG00000149091	DGKZ
ENSG00000149131	SERPING1
ENSG00000149150	SLC43A1
ENSG00000149177	PTPRJ
ENSG00000149182	ARFGAP2
ENSG00000149187	CELF1
ENSG00000149212	SESN3
ENSG00000149256	TENM4
ENSG00000149257	SERPINH1
ENSG00000149260	CAPN5
ENSG00000149269	PAK1
ENSG00000149289	ZC3H12C
ENSG00000149294	NCAM1
ENSG00000149295	DRD2
ENSG00000149403	GRIK4
ENSG00000149418	ST14
ENSG00000149435	GGTLC1
ENSG00000149451	ADAM33
ENSG00000149452	SLC22A8
ENSG00000149480	MTA2
ENSG00000149489	ROM1
ENSG00000149499	EML3
ENSG00000149527	PLCH2
ENSG00000149532	CPSF7
ENSG00000149571	KIRREL3
ENSG00000149577	SIDT2
ENSG00000149591	TAGLN
ENSG00000149596	JPH2
ENSG00000149599	DUSP15
ENSG00000149639	SOGA1
ENSG00000149654	CDH22
ENSG00000149657	LSM14B
ENSG00000149658	YTHDF1
ENSG00000149679	CABLES2
ENSG00000149781	FERMT3
ENSG00000149782	PLCB3
ENSG00000149809	TM7SF2
ENSG00000149925	ALDOA
ENSG00000149926	FAM57B
ENSG00000149927	DOC2A
ENSG00000149930	TAOK2
ENSG00000149968	MMP3
ENSG00000149970	CNKSR2
ENSG00000149972	CNTN5
ENSG00000150054	MPP7
ENSG00000150093	ITGB1
ENSG00000150361	KLHL1
ENSG00000150394	CDH8
ENSG00000150401	DCUN1D2
ENSG00000150457	LATS2
ENSG00000150471	ADGRL3
ENSG00000150510	FAM124A
ENSG00000150594	ADRA2A
ENSG00000150625	GPM6A
ENSG00000150630	VEGFC
ENSG00000150636	CCDC102B
ENSG00000150672	DLG2
ENSG00000150687	PRSS23
ENSG00000150712	MTMR12
ENSG00000150760	DOCK1
ENSG00000150867	PIP4K2A
ENSG00000150893	FREM2
ENSG00000150907	FOXO1
ENSG00000150961	SEC24D
ENSG00000150991	UBC
ENSG00000150995	ITPR1
ENSG00000151005	TKTL2
ENSG00000151012	SLC7A11
ENSG00000151025	GPR158
ENSG00000151033	LYZL2
ENSG00000151062	CACNA2D4
ENSG00000151065	DCP1B
ENSG00000151067	CACNA1C
ENSG00000151079	KCNA6
ENSG00000151090	THRB
ENSG00000151136	BTBD11
ENSG00000151150	ANK3
ENSG00000151164	RAD9B
ENSG00000151224	MAT1A
ENSG00000151233	GXYLT1
ENSG00000151239	TWF1
ENSG00000151240	DIP2C
ENSG00000151247	EIF4E
ENSG00000151276	MAGI1
ENSG00000151292	CSNK1G3
ENSG00000151303	RP11-96C23.13
ENSG00000151322	NPAS3
ENSG00000151327	FAM177A1
ENSG00000151364	KCTD14
ENSG00000151376	ME3
ENSG00000151388	ADAMTS12
ENSG00000151414	NEK7
ENSG00000151418	ATP6V1G3
ENSG00000151422	FER
ENSG00000151474	FRMD4A
ENSG00000151475	SLC25A31
ENSG00000151491	EPS8
ENSG00000151553	FAM160B1
ENSG00000151572	ANO4
ENSG00000151577	DRD3
ENSG00000151615	POU4F2
ENSG00000151617	EDNRA
ENSG00000151623	NR3C2
ENSG00000151632	AKR1C2
ENSG00000151640	DPYSL4
ENSG00000151651	ADAM8
ENSG00000151655	ITIH2
ENSG00000151692	RNF144A
ENSG00000151693	ASAP2
ENSG00000151702	FLI1
ENSG00000151715	TMEM45B
ENSG00000151718	WWC2
ENSG00000151726	ACSL1
ENSG00000151729	SLC25A4
ENSG00000151746	BICD1
ENSG00000151778	SERP2
ENSG00000151789	ZNF385D
ENSG00000151812	SLC35F4
ENSG00000151834	GABRA2
ENSG00000151846	PABPC3
ENSG00000151883	PARP8
ENSG00000151892	GFRA1
ENSG00000151914	DST
ENSG00000151923	TIAL1
ENSG00000151952	TMEM132D
ENSG00000151962	RBM46
ENSG00000152034	MCHR2
ENSG00000152061	RABGAP1L
ENSG00000152092	ASTN1
ENSG00000152093	CFC1B
ENSG00000152104	PTPN14
ENSG00000152127	MGAT5
ENSG00000152192	POU4F1
ENSG00000152208	GRID2
ENSG00000152214	RIT2
ENSG00000152229	PSTPIP2
ENSG00000152254	G6PC2
ENSG00000152256	PDK1
ENSG00000152270	PDE3B
ENSG00000152284	TCF7L1
ENSG00000152315	KCNK13
ENSG00000152377	SPOCK1
ENSG00000152380	FAM151B
ENSG00000152402	GUCY1A2
ENSG00000152409	JMY
ENSG00000152413	HOMER1
ENSG00000152430	BOLL
ENSG00000152433	ZNF547
ENSG00000152443	ZNF776
ENSG00000152454	ZNF256
ENSG00000152455	SUV39H2
ENSG00000152465	NMT2
ENSG00000152484	USP12
ENSG00000152503	TRIM36
ENSG00000152518	ZFP36L2
ENSG00000152527	PLEKHH2
ENSG00000152556	PFKM
ENSG00000152578	GRIA4
ENSG00000152580	IGSF10
ENSG00000152583	SPARCL1
ENSG00000152601	MBNL1
ENSG00000152611	CAPSL
ENSG00000152642	GPD1L
ENSG00000152661	GJA1
ENSG00000152689	RASGRP3
ENSG00000152700	SAR1B
ENSG00000152763	WDR78
ENSG00000152767	FARP1
ENSG00000152779	SLC16A12
ENSG00000152782	PANK1
ENSG00000152785	BMP3
ENSG00000152795	HNRNPDL
ENSG00000152818	UTRN
ENSG00000152822	GRM1
ENSG00000152894	PTPRK
ENSG00000152910	CNTNAP4
ENSG00000152926	ZNF117
ENSG00000152932	RAB3C
ENSG00000152952	PLOD2
ENSG00000152953	STK32B
ENSG00000152969	JAKMIP1
ENSG00000152977	ZIC1
ENSG00000152990	ADGRA3
ENSG00000153002	CPB1
ENSG00000153012	LGI2
ENSG00000153046	CDYL
ENSG00000153048	CARHSP1
ENSG00000153060	TEKT5
ENSG00000153064	BANK1
ENSG00000153071	DAB2
ENSG00000153132	CLGN
ENSG00000153147	SMARCA5
ENSG00000153162	BMP6
ENSG00000153165	RGPD3
ENSG00000153179	RASSF3
ENSG00000153187	HNRNPU
ENSG00000153208	MERTK
ENSG00000153214	TMEM87B
ENSG00000153233	PTPRR
ENSG00000153234	NR4A2
ENSG00000153246	PLA2R1
ENSG00000153250	RBMS1
ENSG00000153253	SCN3A
ENSG00000153266	FEZF2
ENSG00000153303	FRMD1
ENSG00000153310	FAM49B
ENSG00000153317	ASAP1
ENSG00000153347	FAM81B
ENSG00000153395	LPCAT1
ENSG00000153404	PLEKHG4B
ENSG00000153487	ING1
ENSG00000153558	FBXL2
ENSG00000153560	UBP1
ENSG00000153561	RMND5A
ENSG00000153707	PTPRD
ENSG00000153721	CNKSR3
ENSG00000153786	ZDHHC7
ENSG00000153789	FAM92B
ENSG00000153885	KCTD15
ENSG00000153896	ZNF599
ENSG00000153898	MCOLN2
ENSG00000153904	DDAH1
ENSG00000153922	CHD1
ENSG00000153944	MSI2
ENSG00000153956	CACNA2D1
ENSG00000153976	HS3ST3A1
ENSG00000153982	GDPD1
ENSG00000153993	SEMA3D
ENSG00000154001	PPP2R5E
ENSG00000154016	GRAP
ENSG00000154027	AK5
ENSG00000154080	CHST9
ENSG00000154118	JPH3
ENSG00000154127	UBASH3B
ENSG00000154134	ROBO3
ENSG00000154153	FAM134B
ENSG00000154162	CDH12
ENSG00000154165	GPR15
ENSG00000154188	ANGPT1
ENSG00000154222	CC2D1B
ENSG00000154227	CERS3
ENSG00000154229	PRKCA
ENSG00000154237	LRRK1
ENSG00000154252	GAL3ST2
ENSG00000154269	ENPP3
ENSG00000154277	UCHL1
ENSG00000154309	DISP1
ENSG00000154310	TNIK
ENSG00000154330	PGM5
ENSG00000154342	WNT3A
ENSG00000154359	LONRF1
ENSG00000154447	SH3RF1
ENSG00000154511	FAM69A
ENSG00000154518	ATP5G3
ENSG00000154529	CNTNAP3B
ENSG00000154548	SRSF12
ENSG00000154553	PDLIM3
ENSG00000154611	PSMA8
ENSG00000154639	CXADR
ENSG00000154640	BTG3
ENSG00000154645	CHODL
ENSG00000154646	TMPRSS15
ENSG00000154654	NCAM2
ENSG00000154655	L3MBTL4
ENSG00000154678	PDE1C
ENSG00000154721	JAM2
ENSG00000154734	ADAMTS1
ENSG00000154736	ADAMTS5
ENSG00000154764	WNT7A
ENSG00000154783	FGD5
ENSG00000154822	PLCL2
ENSG00000154845	PPP4R1
ENSG00000154856	APCDD1
ENSG00000154914	USP43
ENSG00000154917	RAB6B
ENSG00000154920	EME1
ENSG00000154928	EPHB1
ENSG00000154975	CA10
ENSG00000154997	SEPT14
ENSG00000155008	APOOL
ENSG00000155011	DKK2
ENSG00000155016	CYP2U1
ENSG00000155052	CNTNAP5
ENSG00000155066	PROM2
ENSG00000155090	KLF10
ENSG00000155093	PTPRN2
ENSG00000155096	AZIN1
ENSG00000155097	ATP6V1C1
ENSG00000155099	TMEM55A
ENSG00000155111	CDK19
ENSG00000155158	TTC39B
ENSG00000155265	GOLGA7B
ENSG00000155287	SLC25A28
ENSG00000155313	USP25
ENSG00000155324	GRAMD3
ENSG00000155363	MOV10
ENSG00000155368	DBI
ENSG00000155380	SLC16A1
ENSG00000155465	SLC7A7
ENSG00000155506	LARP1
ENSG00000155508	CNOT8
ENSG00000155511	GRIA1
ENSG00000155545	MIER3
ENSG00000155629	PIK3AP1
ENSG00000155744	FAM126B
ENSG00000155760	FZD7
ENSG00000155827	RNF20
ENSG00000155849	ELMO1
ENSG00000155850	SLC26A2
ENSG00000155875	SAXO1
ENSG00000155897	ADCY8
ENSG00000155903	RASA2
ENSG00000155926	SLA
ENSG00000155961	RAB39B
ENSG00000155962	CLIC2
ENSG00000155966	AFF2
ENSG00000155970	MICU3
ENSG00000155974	GRIP1
ENSG00000155980	KIF5A
ENSG00000156011	PSD3
ENSG00000156026	MCU
ENSG00000156049	GNA14
ENSG00000156052	GNAQ
ENSG00000156096	UGT2B4
ENSG00000156103	MMP16
ENSG00000156113	KCNMA1
ENSG00000156136	DCK
ENSG00000156140	ADAMTS3
ENSG00000156150	ALX3
ENSG00000156162	DPY19L4
ENSG00000156171	DRAM2
ENSG00000156194	PPEF2
ENSG00000156222	SLC28A1
ENSG00000156232	WHAMM
ENSG00000156253	RWDD2B
ENSG00000156256	USP16
ENSG00000156273	BACH1
ENSG00000156282	CLDN17
ENSG00000156284	CLDN8
ENSG00000156298	TSPAN7
ENSG00000156299	TIAM1
ENSG00000156374	PCGF6
ENSG00000156395	SORCS3
ENSG00000156398	SFXN2
ENSG00000156413	FUT6
ENSG00000156427	FGF18
ENSG00000156453	PCDH1
ENSG00000156463	SH3RF2
ENSG00000156466	GDF6
ENSG00000156475	PPP2R2B
ENSG00000156486	KCNS2
ENSG00000156510	HKDC1
ENSG00000156515	HK1
ENSG00000156564	LRFN2
ENSG00000156587	UBE2L6
ENSG00000156599	ZDHHC5
ENSG00000156642	NPTN
ENSG00000156687	UNC5D
ENSG00000156711	MAPK13
ENSG00000156802	ATAD2
ENSG00000156804	FBXO32
ENSG00000156860	FBRS
ENSG00000156873	PHKG2
ENSG00000156875	MFSD14A
ENSG00000156886	ITGAD
ENSG00000156925	ZIC3
ENSG00000156959	LHFPL4
ENSG00000156966	B3GNT7
ENSG00000156976	EIF4A2
ENSG00000156983	BRPF1
ENSG00000157077	ZFYVE9
ENSG00000157087	ATP2B2
ENSG00000157093	LYZL4
ENSG00000157107	FCHO2
ENSG00000157110	RBPMS
ENSG00000157119	KLHL40
ENSG00000157131	C8A
ENSG00000157150	TIMP4
ENSG00000157152	SYN2
ENSG00000157191	NECAP2
ENSG00000157193	LRP8
ENSG00000157216	SSBP3
ENSG00000157219	HTR5A
ENSG00000157227	MMP14
ENSG00000157240	FZD1
ENSG00000157322	CLEC18A
ENSG00000157335	CLEC18C
ENSG00000157350	ST3GAL2
ENSG00000157388	CACNA1D
ENSG00000157399	ARSE
ENSG00000157404	KIT
ENSG00000157445	CACNA2D3
ENSG00000157450	RNF111
ENSG00000157456	CCNB2
ENSG00000157470	FAM81A
ENSG00000157483	MYO1E
ENSG00000157500	APPL1
ENSG00000157510	AFAP1L1
ENSG00000157540	DYRK1A
ENSG00000157542	KCNJ6
ENSG00000157554	ERG
ENSG00000157557	ETS2
ENSG00000157570	TSPAN18
ENSG00000157578	LCA5L
ENSG00000157613	CREB3L1
ENSG00000157617	C2CD2
ENSG00000157625	TAB3
ENSG00000157680	DGKI
ENSG00000157734	SNX22
ENSG00000157764	BRAF
ENSG00000157765	SLC34A2
ENSG00000157782	CABP1
ENSG00000157823	AP3S2
ENSG00000157827	FMNL2
ENSG00000157833	GAREM2
ENSG00000157851	DPYSL5
ENSG00000157890	MEGF11
ENSG00000157927	RADIL
ENSG00000157933	SKI
ENSG00000157954	WIPI2
ENSG00000157985	AGAP1
ENSG00000158006	PAFAH2
ENSG00000158008	EXTL1
ENSG00000158014	SLC30A2
ENSG00000158022	TRIM63
ENSG00000158050	DUSP2
ENSG00000158055	GRHL3
ENSG00000158077	NLRP14
ENSG00000158089	GALNT14
ENSG00000158092	NCK1
ENSG00000158106	RHPN1
ENSG00000158109	TPRG1L
ENSG00000158156	XKR8
ENSG00000158158	CNNM4
ENSG00000158161	EYA3
ENSG00000158195	WASF2
ENSG00000158201	ABHD3
ENSG00000158220	ESYT3
ENSG00000158246	FAM46B
ENSG00000158258	CLSTN2
ENSG00000158290	CUL4B
ENSG00000158296	SLC13A3
ENSG00000158321	AUTS2
ENSG00000158402	CDC25C
ENSG00000158406	HIST1H4H
ENSG00000158427	TMSB15B
ENSG00000158445	KCNB1
ENSG00000158467	AHCYL2
ENSG00000158470	B4GALT5
ENSG00000158486	DNAH3
ENSG00000158516	CPA2
ENSG00000158525	CPA5
ENSG00000158528	PPP1R9A
ENSG00000158552	ZFAND2B
ENSG00000158555	GDPD5
ENSG00000158560	DYNC1I1
ENSG00000158571	PFKFB1
ENSG00000158578	ALAS2
ENSG00000158604	TMED4
ENSG00000158669	GPAT4
ENSG00000158691	ZSCAN12
ENSG00000158710	TAGLN2
ENSG00000158711	ELK4
ENSG00000158717	RNF166
ENSG00000158769	F11R
ENSG00000158773	USF1
ENSG00000158815	FGF17
ENSG00000158850	B4GALT3
ENSG00000158859	ADAMTS4
ENSG00000158863	FAM160B2
ENSG00000158865	SLC5A11
ENSG00000158882	TOMM40L
ENSG00000158955	WNT9B
ENSG00000158987	RAPGEF6
ENSG00000159023	EPB41
ENSG00000159082	SYNJ1
ENSG00000159164	SV2A
ENSG00000159167	STC1
ENSG00000159173	TNNI1
ENSG00000159176	CSRP1
ENSG00000159184	HOXB13
ENSG00000159199	ATP5G1
ENSG00000159200	RCAN1
ENSG00000159212	CLIC6
ENSG00000159216	RUNX1
ENSG00000159217	IGF2BP1
ENSG00000159248	GJD2
ENSG00000159251	ACTC1
ENSG00000159261	CLDN14
ENSG00000159263	SIM2
ENSG00000159307	SCUBE1
ENSG00000159337	PLA2G4D
ENSG00000159346	ADIPOR1
ENSG00000159348	CYB5R1
ENSG00000159363	ATP13A2
ENSG00000159387	IRX6
ENSG00000159388	BTG2
ENSG00000159399	HK2
ENSG00000159403	C1R
ENSG00000159409	CELF3
ENSG00000159459	UBR1
ENSG00000159495	TGM7
ENSG00000159496	RGL4
ENSG00000159556	ISL2
ENSG00000159592	GPBP1L1
ENSG00000159640	ACE
ENSG00000159685	CHCHD6
ENSG00000159692	CTBP1
ENSG00000159713	TPPP3
ENSG00000159714	ZDHHC1
ENSG00000159753	CARMIL2
ENSG00000159788	RGS12
ENSG00000159792	PSKH1
ENSG00000159840	ZYX
ENSG00000159842	ABR
ENSG00000159899	NPR2
ENSG00000159905	ZNF221
ENSG00000159917	ZNF235
ENSG00000160007	ARHGAP35
ENSG00000160013	PTGIR
ENSG00000160014	CALM3
ENSG00000160050	CCDC28B
ENSG00000160094	ZNF362
ENSG00000160113	NR2F6
ENSG00000160145	KALRN
ENSG00000160161	CILP2
ENSG00000160179	ABCG1
ENSG00000160183	TMPRSS3
ENSG00000160185	UBASH3A
ENSG00000160190	SLC37A1
ENSG00000160199	PKNOX1
ENSG00000160202	CRYAA
ENSG00000160216	AGPAT3
ENSG00000160219	GAB3
ENSG00000160255	ITGB2
ENSG00000160271	RALGDS
ENSG00000160293	VAV2
ENSG00000160305	DIP2A
ENSG00000160321	ZNF208
ENSG00000160326	SLC2A6
ENSG00000160360	GPSM1
ENSG00000160404	TOR2A
ENSG00000160410	SHKBP1
ENSG00000160447	PKN3
ENSG00000160471	COX6B2
ENSG00000160505	NLRP4
ENSG00000160551	TAOK1
ENSG00000160602	NEK8
ENSG00000160633	SAFB
ENSG00000160685	ZBTB7B
ENSG00000160691	SHC1
ENSG00000160714	UBE2Q1
ENSG00000160716	CHRNB2
ENSG00000160741	CRTC2
ENSG00000160753	RUSC1
ENSG00000160767	FAM189B
ENSG00000160789	LMNA
ENSG00000160796	NBEAL2
ENSG00000160803	UBQLN4
ENSG00000160808	MYL3
ENSG00000160867	FGFR4
ENSG00000160868	CYP3A4
ENSG00000160877	NACC1
ENSG00000160882	CYP11B1
ENSG00000160883	HK3
ENSG00000160972	PPP1R16A
ENSG00000160991	ORAI2
ENSG00000160999	SH2B2
ENSG00000161013	MGAT4B
ENSG00000161021	MAML1
ENSG00000161082	CELF5
ENSG00000161202	DVL3
ENSG00000161217	PCYT1A
ENSG00000161267	BDH1
ENSG00000161381	PLXDC1
ENSG00000161405	IKZF3
ENSG00000161509	GRIN2C
ENSG00000161542	PRPSAP1
ENSG00000161544	CYGB
ENSG00000161551	ZNF577
ENSG00000161638	ITGA5
ENSG00000161642	ZNF385A
ENSG00000161647	MPP3
ENSG00000161664	ASB16
ENSG00000161677	JOSD2
ENSG00000161714	PLCD3
ENSG00000161791	FMNL3
ENSG00000161798	AQP5
ENSG00000161813	LARP4
ENSG00000161835	GRASP
ENSG00000161847	RAVER1
ENSG00000161849	KRT84
ENSG00000161850	KRT82
ENSG00000161896	IP6K3
ENSG00000161905	ALOX15
ENSG00000161940	BCL6B
ENSG00000161944	ASGR2
ENSG00000161956	SENP3
ENSG00000161958	FGF11
ENSG00000161960	EIF4A1
ENSG00000162009	SSTR5
ENSG00000162040	HS3ST6
ENSG00000162068	NTN3
ENSG00000162069	BICDL2
ENSG00000162139	NEU3
ENSG00000162144	CYB561A3
ENSG00000162174	ASRGL1
ENSG00000162188	GNG3
ENSG00000162241	SLC25A45
ENSG00000162267	ITIH3
ENSG00000162302	RPS6KA4
ENSG00000162337	LRP5
ENSG00000162365	CYP4A22
ENSG00000162367	TAL1
ENSG00000162374	ELAVL4
ENSG00000162383	SLC1A7
ENSG00000162390	ACOT11
ENSG00000162391	FAM151A
ENSG00000162407	PLPP3
ENSG00000162409	PRKAA2
ENSG00000162415	ZSWIM5
ENSG00000162419	GMEB1
ENSG00000162433	AK4
ENSG00000162434	JAK1
ENSG00000162437	RAVER2
ENSG00000162444	RBP7
ENSG00000162461	SLC25A34
ENSG00000162496	DHRS3
ENSG00000162510	MATN1
ENSG00000162512	SDC3
ENSG00000162521	RBBP4
ENSG00000162526	TSSK3
ENSG00000162551	ALPL
ENSG00000162552	WNT4
ENSG00000162572	SCNN1D
ENSG00000162599	NFIA
ENSG00000162613	FUBP1
ENSG00000162616	DNAJB4
ENSG00000162618	ADGRL4
ENSG00000162624	LHX8
ENSG00000162627	SNX7
ENSG00000162630	B3GALT2
ENSG00000162631	NTNG1
ENSG00000162636	FAM102B
