,ALDH3A1,AQP1,ATP6V0E1,BCAM,CCL19,CCL26,CCT7,CDC42EP4,CHGB,CYBA,EEF1A2,EZR,FXYD5,GSTO1,HSP90AB1,HSPA5,HSPH1,LAMC2,MT2A,NDUFA4,NSDHL,OAF,PFDN2,PLA2G4A,PPDPF,PSMB3,PYGL,ROMO1,RPL13,RPL35,RPL36AL,SERPINE1,SF3B5,SMS,SPINK6,SQLE,SSR3,TCEAL4,TMED10,TNFRSF12A,class
GSM1607852,0.001329268,0.010959851,-0.0506732,-0.005172516,0.012586789,-0.078596809,-0.003816417,0.021845437,-0.003076806,-0.002633601,-0.041678077,-0.016261543,-0.002987544,0.016706163,0.003072033,0.00019612,-0.007684166,0.00013526,-0.003225498,-0.047872165,-0.059301097,-0.028188755,0.010300587,0.024180715,-0.005763379,-0.019378879,-0.005892677,0.047511687,-0.000964216,0.000446758,-0.020626097,0.000797221,0.014351716,-0.012257428,0.037079831,-0.000152482,-0.011809047,-0.040869547,0.006718832,-0.018249321,1
GSM1607853,0.001275522,0.01105826,-0.049443394,-0.005286313,0.01360907,-0.080290583,-0.003558224,0.021858317,-0.003057718,-0.002591826,-0.04568419,-0.016552895,-0.002484352,0.015195272,0.003124221,0.000210174,-0.007825367,0.000132539,-0.003221747,-0.047949596,-0.06034759,-0.029248132,0.010248915,0.024218266,-0.005356104,-0.019086061,-0.005981611,0.049619906,-0.000959195,0.000455539,-0.020721223,0.000797224,0.013682876,-0.011261125,0.042398449,-0.000172106,-0.011569768,-0.041346977,0.006941079,-0.019419935,1
GSM1607854,0.000906587,0.01098002,-0.050900358,-0.005148088,0.012133069,-0.07855008,-0.003726825,0.021813073,-0.003080073,-0.002532292,-0.049302552,-0.016487376,-0.002817325,0.017382901,0.002987739,0.000191167,-0.0082588,0.000143134,-0.00373156,-0.046105123,-0.056454055,-0.031632429,0.010570643,0.02559397,-0.005404267,-0.01911698,-0.006186128,0.047331725,-0.001002465,0.000444395,-0.02064077,0.000941503,0.013668053,-0.012749949,0.046041834,-0.000156096,-0.011729917,-0.04318561,0.006794513,-0.020671974,1
GSM1607857,0.001045326,0.010743391,-0.05062778,-0.005004347,0.019965898,-0.078508998,-0.003886765,0.025633181,-0.003087815,-0.002774404,-0.0382142,-0.015138138,-0.002824043,0.016298845,0.003190501,0.000204805,-0.008280901,0.000143746,-0.002986709,-0.049533343,-0.058614484,-0.029864287,0.010179323,0.022196202,-0.005211662,-0.019590508,-0.004664013,0.04717169,-0.000978149,0.000452813,-0.020072045,0.000830205,0.013535169,-0.011998008,0.035943709,-0.000167359,-0.011613864,-0.042052145,0.00663489,-0.018557695,1
GSM1607858,0.001228112,0.010694727,-0.051627779,-0.005507146,0.011757713,-0.080234711,-0.003803503,0.021086995,-0.003031585,-0.002763388,-0.058000996,-0.015696976,-0.00301275,0.017048348,0.003245964,0.000208048,-0.007752379,0.000143875,-0.003513033,-0.047243733,-0.059976286,-0.032967895,0.010201683,0.02363023,-0.005240837,-0.018799335,-0.005447025,0.049903622,-0.000948068,0.000434271,-0.020779318,0.000827032,0.015077298,-0.011790953,0.053247621,-0.000169169,-0.011545369,-0.042805221,0.006778736,-0.018457193,1
GSM1607859,0.0011954,0.010902237,-0.048480988,-0.005041744,0.012853938,-0.079612596,-0.003684114,0.023455467,-0.003070146,-0.002927321,-0.04574856,-0.016944523,-0.002628517,0.015377126,0.003147665,0.000190108,-0.008531564,0.000124062,-0.00311538,-0.045375624,-0.054846554,-0.030975183,0.010187938,0.022523414,-0.005272487,-0.018837378,-0.005783966,0.045528484,-0.00096419,0.000453444,-0.019720051,0.000866022,0.013800886,-0.011463353,0.036525248,-0.000140809,-0.011127449,-0.04147157,0.006367942,-0.017693867,1
GSM1607860,0.001039383,0.010899194,-0.049365189,-0.005071695,0.011726228,-0.079222179,-0.003942793,0.021498632,-0.002988831,-0.002596358,-0.05085058,-0.016111476,-0.002940859,0.015472092,0.002980842,0.000191878,-0.007556758,0.000137323,-0.003602178,-0.046617638,-0.058018027,-0.02924644,0.010517374,0.021903498,-0.005528785,-0.018101118,-0.006261644,0.048235829,-0.000995517,0.000447153,-0.020113002,0.000871618,0.014042109,-0.012709404,0.036918304,-0.000166943,-0.011548154,-0.040357591,0.006830921,-0.019999247,1
GSM1607863,0.001340188,0.011008785,-0.051146768,-0.005332417,0.013791855,-0.078779625,-0.003777851,0.020390594,-0.003019625,-0.00281642,-0.038165058,-0.015705431,-0.002815882,0.016432476,0.002999318,0.000186214,-0.007567581,0.000104465,-0.002967469,-0.046795568,-0.060009459,-0.027765748,0.010395698,0.023253237,-0.006429383,-0.017964145,-0.00587308,0.047567679,-0.000973938,0.000448967,-0.020849045,0.000717642,0.013886721,-0.011294412,0.034738456,-0.000160428,-0.011339263,-0.040506217,0.006928863,-0.015681951,1
GSM1607864,0.001003347,0.010692618,-0.050177753,-0.005393199,0.011833976,-0.081243584,-0.003729165,0.022871025,-0.003550967,-0.002611808,-0.055559369,-0.016043339,-0.003091937,0.016906896,0.003217851,0.000210048,-0.008454699,0.000145104,-0.004019557,-0.045092075,-0.055402315,-0.032156145,0.011041764,0.021048613,-0.006441089,-0.018793324,-0.00587223,0.04673773,-0.000954747,0.000466243,-0.020277006,0.001001399,0.014498114,-0.012703748,0.034980243,-0.000158009,-0.012065082,-0.041308304,0.006867538,-0.019785117,1
GSM1607866,0.001310988,0.010639665,-0.047375162,-0.005228414,0.011403906,-0.089024799,-0.003530988,0.021068394,-0.003053167,-0.002629833,-0.036811089,-0.016445451,-0.002901787,0.015215046,0.003161822,0.000184562,-0.007883192,0.00014068,-0.003587001,-0.049015955,-0.061566721,-0.029361036,0.010365669,0.024026337,-0.00546638,-0.019995227,-0.005939165,0.05004408,-0.000962219,0.000441613,-0.020122746,0.000983772,0.014262762,-0.012279021,0.036223682,-0.000165677,-0.011332569,-0.042895123,0.006695761,-0.02007895,1
GSM1607868,0.00127169,0.011294495,-0.051649998,-0.005049669,0.015970397,-0.080722196,-0.003601137,0.022812528,-0.003113749,-0.002947637,-0.041783483,-0.016023216,-0.003101564,0.016906861,0.003012471,0.000213986,-0.007170941,0.000126676,-0.003298894,-0.048473039,-0.059087991,-0.030770163,0.01034542,0.021972739,-0.005370272,-0.019997492,-0.005163505,0.049582306,-0.000967246,0.000457698,-0.019782261,0.000799683,0.014825862,-0.011676278,0.036502876,-0.000137404,-0.011427885,-0.041043282,0.006219071,-0.018758203,1
GSM1607869,0.000896667,0.010758278,-0.050636997,-0.005222256,0.012127888,-0.081061309,-0.003715194,0.020125787,-0.003812642,-0.002423067,-0.044160629,-0.015462189,-0.002921958,0.017766267,0.002870195,0.000196644,-0.008312346,0.000158409,-0.003785979,-0.047993091,-0.056795901,-0.034320597,0.010172905,0.022406157,-0.005281289,-0.019005399,-0.005812758,0.0483611,-0.000960347,0.000445162,-0.020453088,0.001081014,0.013653673,-0.012334785,0.03986607,-0.000173198,-0.011855965,-0.041384361,0.0070654,-0.02168493,1
GSM1607870,0.000975691,0.010859042,-0.050581844,-0.004882771,0.014846867,-0.079283118,-0.003672423,0.024164758,-0.003024108,-0.002892034,-0.035015897,-0.016385891,-0.002738977,0.015534273,0.003153959,0.000179805,-0.0081593,0.000112748,-0.00280392,-0.047096954,-0.058271694,-0.029323665,0.010389611,0.024237406,-0.005289086,-0.018973403,-0.00511301,0.047396043,-0.000975107,0.000448493,-0.019784568,0.000786393,0.013026331,-0.011918021,0.034610192,-0.000150115,-0.011790132,-0.040657084,0.006271854,-0.017346919,1
GSM1607873,0.001400654,0.011115896,-0.051002075,-0.005039213,0.015656424,-0.081108523,-0.003776366,0.021619367,-0.00302437,-0.002722557,-0.041434669,-0.015793246,-0.002628049,0.016367307,0.003048751,0.000187784,-0.007578776,0.000124113,-0.003022655,-0.048682885,-0.058142831,-0.029616011,0.010467628,0.025544651,-0.005502986,-0.018819473,-0.005553304,0.049461457,-0.000943701,0.000446842,-0.020470363,0.000775743,0.014351231,-0.011835861,0.036538011,-0.000151186,-0.010996368,-0.040091142,0.006718211,-0.017235849,1
GSM1607874,0.001194668,0.011179689,-0.053097678,-0.005128025,0.011686105,-0.079936338,-0.003791297,0.020179141,-0.003084174,-0.002754437,-0.046263506,-0.015634408,-0.002619732,0.016523332,0.00293979,0.000187826,-0.007805839,0.000121446,-0.002989343,-0.049381882,-0.05725213,-0.030250331,0.010161161,0.026705396,-0.005521159,-0.019076471,-0.005854022,0.046960098,-0.000984132,0.000442556,-0.020755439,0.000765772,0.014113799,-0.011596444,0.051907564,-0.000165609,-0.011636543,-0.040397916,0.006546098,-0.018442604,1
GSM1607875,0.001154975,0.010683462,-0.048471613,-0.005177653,0.010915234,-0.08174119,-0.003931742,0.021470591,-0.003039951,-0.002726133,-0.038820006,-0.015389751,-0.002934876,0.016216896,0.00311201,0.000202671,-0.007681846,0.00015274,-0.003710578,-0.048799945,-0.057705069,-0.030797353,0.010601169,0.023162188,-0.005605623,-0.01975359,-0.005863521,0.047624619,-0.000987854,0.000454751,-0.020395152,0.000942475,0.013471381,-0.013114533,0.051466866,-0.000165846,-0.011595116,-0.040974387,0.006967814,-0.019956609,1
GSM1607876,0.00121069,0.01069325,-0.050023216,-0.005021037,0.012810515,-0.078749738,-0.003607627,0.022136042,-0.002995866,-0.002999605,-0.038582466,-0.016436184,-0.0025897,0.015271878,0.002973054,0.000182561,-0.007031246,0.000114026,-0.002875845,-0.046540282,-0.059135918,-0.029413818,0.010455316,0.022158897,-0.005786923,-0.019036764,-0.005087128,0.04817872,-0.000955705,0.000441171,-0.019902976,0.000735003,0.014395347,-0.012203827,0.035142137,-0.000159348,-0.011170535,-0.041140032,0.006693472,-0.017784343,1
GSM1607878,0.000896791,0.011359573,-0.049241852,-0.005041642,0.015519505,-0.078913625,-0.003571423,0.020543089,-0.003094372,-0.002937398,-0.059605291,-0.015873355,-0.002874892,0.016017923,0.003010313,0.000182671,-0.007436292,0.000109491,-0.003145546,-0.048394652,-0.055018824,-0.032072637,0.010359464,0.022623111,-0.005375099,-0.018833613,-0.005420984,0.048554687,-0.000960118,0.000456783,-0.02057637,0.000718845,0.013832073,-0.011582364,0.035425692,-0.000146922,-0.011072109,-0.042532092,0.006560811,-0.016384431,1
GSM1607879,0.001108182,0.010869273,-0.050190376,-0.004929745,0.015507667,-0.078466733,-0.003668668,0.023797383,-0.003011438,-0.002684278,-0.037803452,-0.015112203,-0.00266718,0.016902795,0.002888271,0.000189997,-0.007787803,0.000115421,-0.003428119,-0.047907414,-0.054850315,-0.028921083,0.010289636,0.024023925,-0.005407394,-0.019090341,-0.004879745,0.04877171,-0.000966212,0.00044429,-0.020379773,0.000779403,0.012965031,-0.01160864,0.035429806,-0.000140251,-0.011693765,-0.042246227,0.007262011,-0.018029806,1
GSM1607880,0.001216683,0.010979942,-0.048628235,-0.005142642,0.017643944,-0.078812051,-0.003813341,0.023927506,-0.003011567,-0.002648726,-0.038079319,-0.016183633,-0.0027255,0.015197773,0.003005445,0.000202686,-0.00772351,0.000120355,-0.003156864,-0.049822508,-0.05601211,-0.030424042,0.010417665,0.022053738,-0.006043037,-0.018933532,-0.005109871,0.048633505,-0.00095548,0.000444691,-0.01899838,0.000822644,0.014180678,-0.011459744,0.035521782,-0.000144882,-0.011010004,-0.040496871,0.006707837,-0.017413953,1
GSM1607881,0.00095646,0.011574684,-0.05033787,-0.005173538,0.012499546,-0.080604455,-0.003726622,0.022286025,-0.003756878,-0.002547817,-0.052781936,-0.015707896,-0.002884574,0.016788068,0.003072827,0.000180523,-0.007989677,0.000133429,-0.003572466,-0.046629377,-0.060254607,-0.03230164,0.010009619,0.022942119,-0.005925877,-0.018482023,-0.005863092,0.048520542,-0.000991644,0.000445278,-0.020885344,0.000909702,0.014381791,-0.011719101,0.036237315,-0.000164639,-0.011378706,-0.040894489,0.007146654,-0.020505872,1
GSM1607882,0.001407831,0.011184866,-0.052335962,-0.005515166,0.01397535,-0.085059629,-0.003880721,0.02365121,-0.002998055,-0.002695976,-0.045300022,-0.016144435,-0.002617524,0.016858182,0.003087112,0.00018724,-0.008270491,0.00013354,-0.003166901,-0.047338038,-0.057022284,-0.030172193,0.010131122,0.022044903,-0.00591051,-0.018147044,-0.005753437,0.047608516,-0.000975446,0.000448315,-0.02031002,0.000934495,0.014072408,-0.012099424,0.038462544,-0.000158094,-0.011473654,-0.04138742,0.006877112,-0.018880567,1
GSM1607884,0.001332302,0.01099189,-0.047739983,-0.005140577,0.011847271,-0.082811875,-0.003796168,0.023315385,-0.003292455,-0.002560622,-0.045861195,-0.016660619,-0.0029965,0.015915392,0.003369512,0.000193281,-0.007872282,0.000132353,-0.003141586,-0.045808161,-0.055373141,-0.031015892,0.010505477,0.026816073,-0.005261961,-0.019712866,-0.005290297,0.04785907,-0.000963007,0.000459996,-0.019984226,0.000867065,0.014725109,-0.011243364,0.040556949,-0.000156553,-0.011093354,-0.039331672,0.006608804,-0.019084172,1
GSM1607886,0.000988525,0.010712987,-0.051531735,-0.005076762,0.011044684,-0.078716452,-0.00388939,0.021166885,-0.003138115,-0.002538137,-0.053700847,-0.016102161,-0.002561961,0.015625056,0.003220948,0.000198591,-0.007634454,0.000142075,-0.00310336,-0.04990525,-0.059337249,-0.02871207,0.0106488,0.024579262,-0.005672311,-0.019557818,-0.005517667,0.049755488,-0.00097896,0.000449442,-0.02004445,0.000897685,0.014405992,-0.011327654,0.034998648,-0.000155598,-0.011391281,-0.043345743,0.006619585,-0.020089839,1
GSM1607887,0.00080985,0.010611431,-0.049651055,-0.004945923,0.016504372,-0.081299426,-0.003599541,0.02323154,-0.002993798,-0.0028347,-0.037596625,-0.015508376,-0.002971178,0.015522428,0.003067879,0.000178831,-0.007396732,9.72E-05,-0.003298644,-0.047432185,-0.059287057,-0.027257197,0.010459068,0.021537948,-0.004925866,-0.019186903,-0.00498028,0.046858857,-0.000950841,0.000461041,-0.020056575,0.000734928,0.013779101,-0.012075961,0.0353553,-0.000143049,-0.010892844,-0.0391579,0.00572669,-0.016155627,1
GSM1607888,0.001270319,0.010822097,-0.050657115,-0.005208407,0.012665494,-0.084686746,-0.003507514,0.020848576,-0.003032025,-0.002709787,-0.04602186,-0.016217096,-0.002878029,0.015220641,0.00295807,0.000202772,-0.007642581,0.000143965,-0.003257215,-0.048656673,-0.060544783,-0.031888699,0.010380062,0.021793101,-0.005687185,-0.018635052,-0.005918464,0.047482617,-0.000951113,0.000452581,-0.020809954,0.000899548,0.014065746,-0.012160696,0.034735025,-0.000165146,-0.011569972,-0.04038484,0.006410727,-0.019873983,1
GSM1607889,0.001339514,0.010945737,-0.051055268,-0.005004176,0.012713973,-0.077792388,-0.003666383,0.020544237,-0.002994752,-0.002757192,-0.04305341,-0.016343899,-0.002809297,0.016548693,0.002994571,0.000193134,-0.007903205,0.000128244,-0.003027159,-0.046961908,-0.06049691,-0.032173799,0.01044586,0.023325969,-0.005957777,-0.018390154,-0.005851325,0.049882317,-0.000950778,0.000450505,-0.020837651,0.000887553,0.014507683,-0.011625491,0.034923021,-0.000151503,-0.011462081,-0.041690606,0.007214765,-0.018204269,1
GSM1607893,0.001349098,0.01101987,-0.047575275,-0.005031248,0.014420194,-0.077331956,-0.003622241,0.024602677,-0.002998647,-0.002878297,-0.036932641,-0.016298946,-0.00267818,0.015789737,0.002893044,0.000180902,-0.00712255,0.000106946,-0.003143074,-0.045855816,-0.057618658,-0.029469674,0.010434457,0.023882799,-0.005549317,-0.019295488,-0.004732774,0.04912813,-0.000954013,0.000443583,-0.019236534,0.000736122,0.014315297,-0.011934516,0.035621561,-0.000142613,-0.011250067,-0.040415802,0.006253733,-0.016403441,1
GSM1607894,0.001296962,0.011163343,-0.048966958,-0.005346106,0.01490625,-0.088142612,-0.00373904,0.024172082,-0.003055201,-0.002773244,-0.041361218,-0.016746843,-0.002824409,0.016384968,0.003186415,0.00020629,-0.008964301,0.000146817,-0.003611712,-0.04583869,-0.057303582,-0.032032061,0.010081785,0.021444873,-0.005570473,-0.018616717,-0.005802485,0.047032119,-0.000982935,0.00044417,-0.019848345,0.001044708,0.013619348,-0.012090737,0.035390028,-0.000165205,-0.011424966,-0.04112164,0.006634571,-0.020079514,1
GSM1607895,0.000972245,0.010776403,-0.050178431,-0.005141335,0.012978988,-0.081052251,-0.003910126,0.022395631,-0.003152161,-0.002731325,-0.042725268,-0.016099512,-0.002752724,0.016011081,0.003230733,0.00020045,-0.007927347,0.000133999,-0.003610802,-0.047991957,-0.059452302,-0.03302481,0.01058974,0.021618531,-0.00584123,-0.019658414,-0.005743837,0.051205436,-0.000979967,0.000446818,-0.020965264,0.000990223,0.014645754,-0.012775961,0.041986188,-0.000160677,-0.011181398,-0.042463198,0.007343587,-0.019301855,1
GSM1607896,0.000969483,0.010559017,-0.050667085,-0.005049534,0.012146083,-0.081856352,-0.003644454,0.021281515,-0.003011968,-0.002742133,-0.03827789,-0.016350784,-0.003232241,0.016965355,0.003175988,0.000194479,-0.007915319,0.000153629,-0.003892055,-0.047383597,-0.056949191,-0.031440989,0.010428586,0.022901209,-0.005667473,-0.019850016,-0.005580387,0.049184297,-0.000974178,0.000454622,-0.020006834,0.000947447,0.014321705,-0.012730906,0.044263378,-0.000143738,-0.011852575,-0.042809759,0.006588555,-0.021082085,1
GSM1607899,0.001248094,0.010491785,-0.051796498,-0.004976294,0.014984283,-0.079776906,-0.003652235,0.020972963,-0.003089351,-0.002575369,-0.043605997,-0.016251801,-0.002464227,0.015899115,0.002941352,0.000185462,-0.007352336,0.000102058,-0.002985517,-0.047824753,-0.062338003,-0.028981841,0.010288456,0.023007941,-0.006190724,-0.018777078,-0.005594433,0.049563859,-0.000961209,0.000445808,-0.021011747,0.000676783,0.014965025,-0.011452508,0.036368955,-0.00015148,-0.011417984,-0.041290258,0.007159799,-0.015346014,1
GSM1607904,0.001230443,0.011543391,-0.050979444,-0.005072021,0.011832008,-0.07921783,-0.003569608,0.020698788,-0.003059984,-0.002615741,-0.043339719,-0.015659062,-0.002789878,0.01565824,0.00292232,0.000188286,-0.007678229,0.000107772,-0.003128524,-0.046692522,-0.057543392,-0.034028742,0.010099179,0.023019493,-0.005866691,-0.018255824,-0.005751749,0.048037875,-0.000971142,0.000447176,-0.02020299,0.000851233,0.013847651,-0.011398833,0.036599452,-0.000149202,-0.011527279,-0.042497885,0.006926155,-0.018032858,1
GSM1607914,0.00086709,0.011151326,-0.050494463,-0.005320031,0.012631158,-0.085450508,-0.003522238,0.022617392,-0.003406955,-0.002852409,-0.048911694,-0.016155149,-0.003227378,0.016949628,0.003120037,0.000195547,-0.007635371,0.000133081,-0.003309507,-0.046683726,-0.056959588,-0.033409271,0.010725786,0.021636204,-0.005395971,-0.019000296,-0.005464323,0.046575841,-0.000963287,0.000454365,-0.019609051,0.000981425,0.014163508,-0.011951751,0.038016284,-0.000138123,-0.011248386,-0.042388327,0.006318084,-0.021346528,1
GSM1607919,0.001389437,0.010784942,-0.05026017,-0.005143059,0.013905566,-0.07936949,-0.003738439,0.023364747,-0.003073353,-0.00275009,-0.05404202,-0.016247809,-0.002854351,0.01600176,0.003090315,0.000190148,-0.008074086,0.000132958,-0.00310989,-0.047881509,-0.05836118,-0.031694215,0.010250707,0.024424361,-0.005507051,-0.019051873,-0.00526449,0.047062741,-0.000966969,0.000448188,-0.019489318,0.000894805,0.014058337,-0.012256242,0.035137788,-0.000162734,-0.011473415,-0.04153226,0.006454171,-0.018540521,1
GSM1607920,0.000940512,0.010544457,-0.050510103,-0.004986376,0.012076899,-0.081483389,-0.003797955,0.023895023,-0.003050405,-0.002820126,-0.039278582,-0.01654927,-0.003192847,0.017092528,0.003262324,0.000213025,-0.007723759,0.000150026,-0.003528894,-0.047073469,-0.057925897,-0.03074261,0.010633317,0.022055445,-0.005672877,-0.019572651,-0.006135816,0.051018742,-0.000964155,0.000456845,-0.020687194,0.000905587,0.014543321,-0.012831865,0.044802415,-0.000142327,-0.011781945,-0.041871451,0.006977762,-0.020764366,1
GSM1607922,0.001265284,0.010678239,-0.051147961,-0.005304939,0.011852929,-0.080024319,-0.003795477,0.022892772,-0.003056312,-0.002729163,-0.038726622,-0.015731671,-0.002893346,0.015743523,0.003055492,0.00019507,-0.007957917,0.00013586,-0.003333693,-0.046206501,-0.058961515,-0.031334313,0.010259085,0.022452225,-0.005371613,-0.018467654,-0.005938374,0.048700007,-0.000973389,0.00044326,-0.019446908,0.000906023,0.013185116,-0.012244587,0.04926244,-0.000165092,-0.011053465,-0.042123743,0.007347985,-0.018930791,1
GSM1607923,0.001204221,0.010975535,-0.050020348,-0.00515818,0.01236678,-0.07936347,-0.003503117,0.022803514,-0.003165972,-0.002732842,-0.042400751,-0.016616002,-0.003113803,0.015759244,0.003156083,0.000197265,-0.00803043,0.000126238,-0.00352196,-0.046194781,-0.059761369,-0.028835714,0.010334272,0.020629518,-0.005668,-0.019680661,-0.005801138,0.046984978,-0.000982425,0.000463091,-0.019912794,0.000847608,0.013631512,-0.012031885,0.03448356,-0.000146376,-0.011322906,-0.038113957,0.006152087,-0.01847088,1
GSM1607925,0.001471614,0.010553172,-0.049228329,-0.005101628,0.011956893,-0.085371361,-0.003853648,0.024132759,-0.003007727,-0.002562615,-0.040199159,-0.016497274,-0.002629042,0.017150407,0.003084611,0.000209222,-0.008303696,0.000137529,-0.002805125,-0.047637816,-0.056988514,-0.031642834,0.010401406,0.026365617,-0.0051889,-0.018799069,-0.005519721,0.047043752,-0.000970764,0.00046206,-0.019334931,0.000960979,0.013085933,-0.012400852,0.042165217,-0.00015604,-0.011500742,-0.040890213,0.00724648,-0.018401547,1
