,BCAM,BRMS1,BTG1,CAMK2N1,CDKN2A,COX8A,CTNNAL1,CXCL13,DAD1,EEF1A2,EMD,F3,FAU,GSTP1,HBEGF,HSP90AA1,HSP90AB1,IL1A,MRPL41,MT1X,NQO1,PDAP1,PPP1R14B,PSMB7,PSMC3,RPN2,RSL1D1,SBDS,SERPINE1,SMS,SPINK6,SURF4,TCEAL8,TNFRSF12A,TOMM7,TRIB3,ZMAT2,class
GSM1607870,-0.002233224,0.009099589,0.040014442,-0.039024725,0.060383113,-0.021083987,0.013554999,0.013126538,-0.043552436,-0.023432934,-0.002162031,-0.00196165,-0.003374933,0.001821173,-0.010709333,-8.48E-05,0.003223243,-0.014194151,0.020268107,-0.065880209,-0.004193498,-0.008866567,0.001426563,-0.029492534,-0.019306917,0.001719961,-0.000696068,-0.023802983,0.002305673,-0.005416109,0.026478592,0.001177756,-0.014168557,-0.026894337,-0.004442046,-0.008222011,-0.03495997,1
GSM1607873,-0.002304776,0.009138244,0.036594864,-0.042062563,0.048582636,-0.022401512,0.017247168,0.012749437,-0.044868698,-0.027728431,-0.002105109,-0.002099049,-0.003325914,0.001851155,-0.012105689,-8.43E-05,0.003115724,-0.01737766,0.02019979,-0.070324189,-0.005188866,-0.008608999,0.001543549,-0.031203596,-0.01919017,0.001760873,-0.000756025,-0.025012835,0.002274446,-0.005378772,0.027953474,0.001210176,-0.01438039,-0.026722136,-0.004686716,-0.008912193,-0.03494564,1
GSM1607874,-0.002345396,0.009547468,0.034967183,-0.042200287,0.043482788,-0.022072637,0.015874169,0.011265639,-0.045550092,-0.03095993,-0.002087949,-0.002356201,-0.003435889,0.001922631,-0.01108993,-8.45E-05,0.00300437,-0.018749647,0.021019829,-0.067665355,-0.004816484,-0.008813054,0.001531823,-0.03097105,-0.019582725,0.001702791,-0.000777567,-0.024952858,0.002245214,-0.00526997,0.039711979,0.001185687,-0.014507071,-0.028593066,-0.004507676,-0.009298879,-0.035426245,1
GSM1607875,-0.002368094,0.00936614,0.033228112,-0.048223753,0.041004435,-0.02265541,0.016427847,0.011648363,-0.044541824,-0.025978677,-0.002171159,-0.002278759,-0.003361373,0.002001153,-0.011265048,-8.43E-05,0.003180373,-0.020503831,0.021238602,-0.073235295,-0.005027668,-0.009034829,0.001576266,-0.030244676,-0.018479847,0.001724979,-0.000769692,-0.025255466,0.002763299,-0.005959861,0.039374822,0.001219541,-0.013830819,-0.030940351,-0.004469604,-0.009083087,-0.034074017,1
GSM1607876,-0.002296463,0.008954735,0.036442176,-0.039209081,0.056652482,-0.023101584,0.014653192,0.012167486,-0.044312503,-0.025819713,-0.00218377,-0.002177736,-0.003421653,0.001927684,-0.011457193,-8.35E-05,0.003038364,-0.01827581,0.020172284,-0.064782121,-0.004957327,-0.008922346,0.001548874,-0.029935987,-0.018158221,0.00173456,-0.000700472,-0.023963494,0.002154998,-0.005545993,0.026885558,0.001177914,-0.014367777,-0.027572511,-0.004348344,-0.008239371,-0.035952705,1
GSM1607878,-0.002305887,0.008935017,0.035273319,-0.04256711,0.051787426,-0.021583143,0.015268265,0.014209777,-0.044093531,-0.039888365,-0.002107684,-0.001971822,-0.003302439,0.001814308,-0.009011359,-8.48E-05,0.003076442,-0.015044968,0.021133535,-0.075867411,-0.004725955,-0.008822369,0.00146996,-0.030475689,-0.019139675,0.001724249,-0.000716592,-0.023681117,0.002107625,-0.005263571,0.027102492,0.001208455,-0.014615642,-0.025402113,-0.004708585,-0.008512575,-0.034194587,1
GSM1607879,-0.002254709,0.009341649,0.037043114,-0.038969501,0.059242687,-0.0229021,0.016288336,0.01375595,-0.042063872,-0.02529839,-0.002177577,-0.00191035,-0.003315922,0.00188289,-0.010259763,-8.40E-05,0.002951718,-0.013843087,0.020352161,-0.072279937,-0.004160047,-0.008998318,0.001415518,-0.030601698,-0.019476703,0.001768884,-0.000718625,-0.023155325,0.00228518,-0.005275512,0.027105639,0.001195399,-0.013481863,-0.027953072,-0.004635606,-0.008468865,-0.034107243,1
GSM1607880,-0.002352081,0.00898936,0.037893659,-0.045968869,0.048683831,-0.022149926,0.016306617,0.013215709,-0.043053653,-0.025483002,-0.002115756,-0.002148245,-0.003413709,0.001854492,-0.011098686,-8.39E-05,0.003071466,-0.015637758,0.019970196,-0.066524168,-0.003986089,-0.008681506,0.001514104,-0.030742534,-0.01927715,0.001709064,-0.000707886,-0.022745684,0.002411959,-0.005207846,0.027176006,0.001193952,-0.014094585,-0.026998265,-0.004556011,-0.009160985,-0.034585971,1
GSM1607881,-0.002366212,0.009717957,0.037333115,-0.046996084,0.052022685,-0.022137332,0.016537024,0.014169789,-0.044797219,-0.035322118,-0.002272937,-0.002305236,-0.003398066,0.001918374,-0.011742631,-8.72E-05,0.003140328,-0.015123924,0.020602943,-0.069905524,-0.004586753,-0.008857749,0.001630953,-0.032082306,-0.018989635,0.001703312,-0.000785742,-0.022974089,0.002667208,-0.005325711,0.027723426,0.001265609,-0.013059964,-0.031791918,-0.004445389,-0.009034199,-0.036226768,1
GSM1607882,-0.002522462,0.009326063,0.035578532,-0.049873947,0.042458569,-0.022119998,0.016264744,0.014015965,-0.044172398,-0.030315158,-0.002149478,-0.002149016,-0.003371218,0.001907312,-0.012262511,-8.50E-05,0.003154928,-0.017954284,0.019635256,-0.06579196,-0.005715136,-0.008730519,0.00158147,-0.031747269,-0.019573359,0.001728075,-0.000775481,-0.024206969,0.002739901,-0.005498547,0.029425841,0.001278619,-0.014686845,-0.029272075,-0.00449985,-0.009254872,-0.034556564,1
GSM1607884,-0.002351137,0.009583418,0.037166912,-0.043503903,0.041125321,-0.023044387,0.015775104,0.011167821,-0.044516764,-0.0306907,-0.002072142,-0.002107372,-0.0034866,0.001974031,-0.011691314,-8.82E-05,0.003443531,-0.017125147,0.020777336,-0.069452759,-0.004640717,-0.008885618,0.00155925,-0.032094741,-0.020436042,0.001889015,-0.000731961,-0.023991335,0.002542198,-0.005109513,0.031028169,0.001248104,-0.01385459,-0.029587741,-0.004484081,-0.009160842,-0.033637479,1
GSM1607886,-0.00232195,0.010069831,0.03465119,-0.040254661,0.048298832,-0.022319646,0.015473096,0.01118496,-0.043936286,-0.035937061,-0.002273159,-0.002217687,-0.003368874,0.001999483,-0.011710894,-8.38E-05,0.003291704,-0.019583668,0.019282055,-0.059321704,-0.004965563,-0.008793015,0.001562691,-0.031809204,-0.018971308,0.001687211,-0.000757799,-0.023685013,0.002631976,-0.005147819,0.026775781,0.001201414,-0.015227365,-0.031146908,-0.004749329,-0.009563757,-0.034040773,1
GSM1607887,-0.002262108,0.008963393,0.038941154,-0.038337803,0.060684539,-0.022015934,0.013757273,0.014539725,-0.043231397,-0.02515998,-0.002170843,-0.00180401,-0.003440699,0.001875638,-0.010292065,-8.46E-05,0.003135272,-0.0127527,0.020314364,-0.072848158,-0.004666138,-0.008828631,0.001468734,-0.030107146,-0.019236964,0.001718003,-0.000675105,-0.023611696,0.00215478,-0.005487885,0.027048638,0.001144424,-0.013356897,-0.02504738,-0.004409469,-0.008710248,-0.034272762,1
GSM1607888,-0.00238216,0.008998656,0.036504553,-0.049878947,0.0437409,-0.021778825,0.01517952,0.012814545,-0.046204704,-0.030798218,-0.002173888,-0.002072185,-0.003430871,0.001894961,-0.012021455,-9.16E-05,0.003023051,-0.017317245,0.020845177,-0.07279718,-0.005512483,-0.008792175,0.001566028,-0.030385237,-0.019104773,0.001742111,-0.000699691,-0.024407282,0.002637438,-0.005526392,0.026574096,0.001265195,-0.013826815,-0.030812249,-0.004612123,-0.009213667,-0.037890127,1
GSM1607889,-0.002288751,0.008900661,0.03591562,-0.049577908,0.043954578,-0.022465498,0.015826923,0.012619058,-0.04536639,-0.028811706,-0.002109999,-0.002298627,-0.003409036,0.001889566,-0.01205117,-8.40E-05,0.003060354,-0.016773469,0.020593951,-0.073138501,-0.004713032,-0.008855532,0.001541674,-0.030621106,-0.01868291,0.001718883,-0.000746943,-0.025108723,0.00260227,-0.00528317,0.026717923,0.001258905,-0.014692653,-0.028223557,-0.004459273,-0.008722137,-0.034933603,1
GSM1607893,-0.002301133,0.009523979,0.036608337,-0.041680817,0.059078519,-0.02216676,0.01439604,0.013574156,-0.044546739,-0.024715636,-0.002245887,-0.002050681,-0.003309177,0.001972192,-0.01146597,-8.41E-05,0.002956596,-0.015242008,0.020401668,-0.065924416,-0.004844011,-0.008559095,0.001578947,-0.030322066,-0.019413097,0.001799255,-0.000721161,-0.022733242,0.00215828,-0.005423605,0.027252342,0.001210244,-0.01356723,-0.025431587,-0.004535578,-0.009158865,-0.03548684,1
GSM1607894,-0.002445139,0.009019737,0.037567407,-0.049343392,0.044020106,-0.022243084,0.016294343,0.012515275,-0.042590797,-0.027679277,-0.002200735,-0.002194323,-0.003334469,0.001877739,-0.012215009,-8.57E-05,0.003256412,-0.019086719,0.021071726,-0.068784385,-0.004597945,-0.008821718,0.001619173,-0.030991175,-0.018829729,0.00177508,-0.000695237,-0.024394073,0.003063041,-0.005494599,0.027075207,0.00129936,-0.013641743,-0.0311309,-0.004440101,-0.008888137,-0.034415155,1
GSM1607895,-0.002351483,0.009618085,0.036513069,-0.044559832,0.042778932,-0.022333357,0.015864876,0.013058483,-0.043736625,-0.028592111,-0.002233166,-0.002097356,-0.003478625,0.001841039,-0.010791252,-8.63E-05,0.003301704,-0.018316526,0.021357419,-0.076105907,-0.004855261,-0.009177142,0.001553107,-0.030502708,-0.019701606,0.001772161,-0.00072917,-0.02539346,0.002903295,-0.005805997,0.032121612,0.001231615,-0.014289957,-0.029925232,-0.004517468,-0.009418205,-0.03472429,1
GSM1607896,-0.002309497,0.009835428,0.034084824,-0.051469243,0.044935507,-0.021939744,0.018180155,0.013553771,-0.04438631,-0.025615888,-0.002130717,-0.002791335,-0.003434488,0.001942787,-0.011154602,-8.74E-05,0.003245756,-0.017621367,0.021368757,-0.068450738,-0.004434967,-0.008549045,0.001607133,-0.032232789,-0.019948401,0.001804862,-0.00073146,-0.022849493,0.002777876,-0.005785522,0.03386378,0.001265175,-0.014151736,-0.032685268,-0.004485141,-0.009441787,-0.036154415,1
GSM1607899,-0.002275999,0.009220545,0.033956046,-0.050577255,0.045677863,-0.022568826,0.014715187,0.012284227,-0.045408357,-0.029181502,-0.002149565,-0.002343804,-0.003441497,0.0019282,-0.010236327,-8.38E-05,0.003005965,-0.015978732,0.020834299,-0.076126118,-0.004696327,-0.008667689,0.001534461,-0.03120086,-0.019488938,0.001706678,-0.000762487,-0.023968466,0.0019843,-0.005204558,0.027824137,0.001215064,-0.014227768,-0.023792172,-0.004552094,-0.009376982,-0.036514264,1
GSM1607904,-0.002319781,0.008867079,0.035393963,-0.046442691,0.042479413,-0.021569257,0.01504302,0.014586642,-0.044465509,-0.029003307,-0.002123997,-0.002360001,-0.003315814,0.001896358,-0.012348231,-8.34E-05,0.002986516,-0.016457397,0.019688252,-0.068795524,-0.004518335,-0.008742009,0.001511901,-0.030076421,-0.018882323,0.001722711,-0.000720357,-0.024057325,0.002495782,-0.005180166,0.028000479,0.001276166,-0.014737234,-0.027957803,-0.004511312,-0.008772595,-0.034007287,1
GSM1607914,-0.002433213,0.008945072,0.036732526,-0.054020668,0.050331071,-0.02104317,0.015379292,0.015550494,-0.043703429,-0.03273212,-0.002203758,-0.002270282,-0.003253824,0.001798623,-0.011266542,-8.73E-05,0.003188576,-0.016961612,0.020235611,-0.067978674,-0.00391978,-0.008686354,0.001478179,-0.030107293,-0.020444448,0.001780788,-0.000709556,-0.0237114,0.002877498,-0.005431438,0.029084429,0.001238218,-0.014414701,-0.033095255,-0.004547146,-0.010420502,-0.03614145,1
GSM1607919,-0.002352272,0.008915651,0.037224076,-0.046254395,0.055306127,-0.022339808,0.016993867,0.015687948,-0.043033654,-0.036165377,-0.002214394,-0.002405617,-0.003345084,0.001888579,-0.011706307,-8.37E-05,0.003158201,-0.016614584,0.020545565,-0.063944016,-0.005152041,-0.008758603,0.00154751,-0.030373966,-0.019794048,0.00176517,-0.000717378,-0.023953456,0.002623531,-0.005569813,0.026882231,0.001255644,-0.013952413,-0.028744875,-0.004485354,-0.008445794,-0.033704481,1
GSM1607920,-0.00228061,0.010164641,0.034860976,-0.05276202,0.049326843,-0.022206938,0.016961657,0.012737895,-0.04489551,-0.02628556,-0.002247631,-0.00228822,-0.003431633,0.001952406,-0.011654856,-8.52E-05,0.003333989,-0.018968893,0.020985457,-0.071943748,-0.00451164,-0.008694283,0.001647448,-0.032470501,-0.020182031,0.001863225,-0.000783459,-0.024311166,0.002655145,-0.005831403,0.034276172,0.001255927,-0.0132457,-0.032192682,-0.004590529,-0.009677791,-0.035656961,1
GSM1607922,-0.002426311,0.009418699,0.03620718,-0.041090501,0.043290443,-0.022662973,0.014200558,0.012130319,-0.042345982,-0.025916183,-0.002119531,-0.002104735,-0.003396732,0.001910095,-0.011186377,-8.33E-05,0.003122613,-0.016009348,0.019517225,-0.06921974,-0.005304085,-0.008779135,0.001563822,-0.029288376,-0.018243227,0.001744124,-0.000736288,-0.0249352,0.002656422,-0.005564516,0.037688322,0.001160632,-0.014095914,-0.029349942,-0.004519235,-0.008542332,-0.03500044,1
GSM1607923,-0.002359188,0.009938414,0.034792333,-0.051228572,0.04340014,-0.021631749,0.015009385,0.014523718,-0.042860153,-0.028374941,-0.002159823,-0.002381813,-0.003560828,0.001985909,-0.012125595,-8.47E-05,0.003225414,-0.018608464,0.022354701,-0.069323521,-0.004535383,-0.008617086,0.001468485,-0.032982424,-0.020186802,0.001773213,-0.000698946,-0.022612473,0.002485152,-0.005467854,0.026381712,0.001228012,-0.012511898,-0.028636904,-0.004417986,-0.008831724,-0.035343462,1
GSM1607925,-0.002333323,0.008872026,0.037942462,-0.041924638,0.043105685,-0.021882277,0.017220368,0.011995927,-0.042656978,-0.026901618,-0.002154271,-0.002061327,-0.003256785,0.001933415,-0.012370269,-8.68E-05,0.003152371,-0.01395025,0.020488117,-0.06177776,-0.005330472,-0.008944491,0.00148911,-0.03118125,-0.019178314,0.001694912,-0.000749925,-0.025612543,0.002817553,-0.00563553,0.032258578,0.001273611,-0.014044464,-0.028529412,-0.004556539,-0.0092261,-0.033652213,1
